MacroPlot Name,Date,Index,Transect,Azimuth,Slope,OneHr,TenHr,HunHr,FWDFuConSt,Comment,UV1,UV2,UV3,NumTran,OneHrTranLen,TenHrTranLen,HunHrTranLen,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited,
A391-90-57,7/27/2011 9:37:28 AM,,,,,,,,,,,,,1,6.6,13.1,98,,,,,,,True,
A391-90-57,7/27/2011 9:37:28 AM,-2147483648,1,310,0,3,0,4,Default,,,,,,,,,,,,,,,,
DENA-A274-H2,7/21/2016 12:57:05 PM,,,,,,,,,,,,,1,6,6,12,Jennifer Hrobak; Jennifer Barnes,J. Hrobak,,,,,True,
DENA-A274-H2,7/21/2016 12:57:05 PM,-2147483648,1,340,0,0,0,0,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-21,6/21/2021 5:39:23 PM,,,,,,,,,,,,,1,6,6,12,J Barnes; K Gates; K Cowan; R Nessel; J OConnor,J OConnor,,,,,True,
DENA-HQ-TX-21,6/21/2021 5:39:23 PM,-2147483648,1,180,0,9,3,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-C-09,7/24/2009 5:40:11 PM,,,,,,,,,,,,,1,6,6,12,J Mitchell; M Llanes; C Campanelli; H Bradshaw; B McCreary,J OConnor,,,,,True,
DENA-HZF-C-09,7/24/2009 5:40:11 PM,-2147483648,1,180,2,9,2,1,Default,,,,,,,,,,,,,,,,
DENA-HZF-C-09,8/12/2021 3:36:50 PM,,,,,,,,,,,,,1,6,6,12,R. Nessle; J. O'Connor,J. Hrobak,,,,,True,
DENA-HZF-C-09,8/12/2021 3:36:50 PM,-2147483648,1,180,2,1,3,0,Default,,,,,,,,,,,,,,,,
DENA-TLS-28,8/30/2022 5:56:37 PM,,,,,,,,,,,,,1,6,6,12,M. Behrens; T. Schaub; K. Gates,M. Behrens,,,,,True,
DENA-TLS-28,8/30/2022 5:56:37 PM,-2147483648,1,180,15,1,0,0,Default,,,,,,,,,,,,,,,,
DENA-TLS-24,6/23/2022 6:49:20 PM,,,,,,,,,,,,,1,6,6,12,J. Barnes; T. Schaub; M. Behrens,T. Schaub,,,,,True,
DENA-TLS-24,6/23/2022 6:49:20 PM,-2147483648,1,180,1,2,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-07,6/14/2005 2:20:45 PM,,,,,,,,,,,,,1,6,6,12,,,,,,,True,
DENA-HZF-Z3-07,6/14/2005 2:20:45 PM,-2147483648,1,180,18,21,2,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-07,7/23/2009 3:54:00 PM,,,,,,,,,,,,,1,6,6,12,J Mitchell; C Campanelli; R Wilson; M Llanes,J Mitchell,,,,,True,
DENA-HZF-Z3-07,7/23/2009 3:54:00 PM,-2147483648,1,180,13,6,0,2,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,,,,,,,,,,,,,1,6,6,12,J OConnor,J OConnor,,,,,True,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,-2147483648,1,189,13,3,0,0,Default,,,,,,,,,,,,,,,,
DENA-TLS-37,7/12/2022 2:25:04 PM,,,,,,,,,,,,,1,6,6,12,M Behrens T Schaub,M Behrens,,,,,True,
DENA-TLS-37,7/12/2022 2:25:04 PM,-2147483648,1,180,32,42,0,0,Default,,,,,,,,,,,,,,,,
DENA-TLS-33,8/2/2022 5:11:49 PM,,,,,,,,,,,,,1,6,6,12,M behrens T schaub R brand N tilges,M behrens,,,,,True,
DENA-TLS-33,8/2/2022 5:11:49 PM,-2147483648,1,180,0,3,0,0,Default,,,,,,,,,,,,,,,,
A185-86-143,7/26/2011 1:49:22 PM,,,,,,,,,,,,,1,6.6,6.6,13.1,,,,,,,True,
A185-86-143,7/26/2011 1:49:22 PM,-2147483648,1,60,3,1,3,0,Default,,,,,,,,,,,,,,,,
DENA-TLS-25,8/30/2022 12:44:15 PM,,,,,,,,,,,,,1,6,6,12,K. Gates,T. Schaub,,,,,True,
DENA-TLS-25,8/30/2022 12:44:15 PM,-2147483648,1,180,1,24,4,5,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,,,,,,,,,,,,,1,6,6,12,J Barnes; K Gates; J O'Connor,J O'Connor,,,,,True,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483648,1,180,5,9,1,1,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-02,7/28/2023 7:22:29 PM,,,,,,,,,,,,,1,6,6,12,,S. Stehn,,,,,True,
DENA-HQ-TX-02,7/28/2023 7:22:29 PM,-2147483648,1,180,3,39,4,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-19RL,8/16/2003 9:43:41 AM,,,,,,,,,,,,,1,6,6,12,,,,,,,True,
DENA-HZF-Z3-19RL,8/16/2003 9:43:41 AM,-2147483648,1,0,0,0,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-19RL,7/24/2005 3:28:49 PM,,,,,,,,,,,,,1,6,6,12,,,,,,,True,
DENA-HZF-Z3-19RL,7/24/2005 3:28:49 PM,-2147483648,1,180,0,2,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,,,,,,,,,,,,,1,6,6,12,J Mitchell; R Wilson; M Llanes; C Campanelli; B McCreary; H Bradshaw,J Mitchell,,,,,True,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483648,1,0,0,21,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,,,,,,,,,,,,,1,6,6,12,J Barnes; M Neuser; W Gautsch,J OConnor,,,,,True,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483648,1,180,0,2,0,0,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-09,6/23/2021 2:33:27 PM,,,,,,,,,,,,,1,6,6,12,J Barnes; K Gates; J O'Connor,J O'Connor,,,,,True,
DENA-HQ-TX-09,6/23/2021 2:33:27 PM,-2147483648,1,180,0,4,0,0,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-09,6/23/2023 12:12:30 PM,,,,,,,,,,,,,1,6,6,12,,S. Stehn,,,,,True,
DENA-HQ-TX-09,6/23/2023 12:12:30 PM,-2147483648,1,190,0,11,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-06,6/11/2003 5:18:15 PM,,,,,,,,,,,,,1,6,6,12,,,,,,,True,
DENA-HZF-Z3-06,6/11/2003 5:18:15 PM,-2147483648,1,360,12,15,2,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-06,6/15/2005 1:23:19 PM,,,,,,,,,,,,,1,6,6,12,,,,,,,True,
DENA-HZF-Z3-06,6/15/2005 1:23:19 PM,-2147483648,1,180,20,21,4,3,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-06,7/23/2009 3:45:07 PM,,,,,,,,,,,,,1,6,6,12,J Mitchell; C Campanelli; R Wilson; H Bradshaw; M Llanes,J Mitchell,,,,,True,
DENA-HZF-Z3-06,7/23/2009 3:45:07 PM,-2147483648,1,180,24,20,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-06,7/14/2021 8:39:35 PM,,,,,,,,,,,,,1,6,6,12,J Barnes,J OConnor,,,,,True,
DENA-HZF-Z3-06,7/14/2021 8:39:35 PM,-2147483648,1,210,22,9,1,0,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-20,6/22/2021 5:37:20 PM,,,,,,,,,,,,,1,6,6,12,J Hrobak; M Neuser,J OConnor,,,,,True,
DENA-HQ-TX-20,6/22/2021 5:37:20 PM,-2147483648,1,180,0,4,0,0,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-06,6/23/2021 2:14:15 PM,,,,,,,,,,,,,1,6,6,12,J Hrobak; M Neuser,J O'Connor,,,,,True,
DENA-HQ-TX-06,6/23/2021 2:14:15 PM,-2147483648,1,180,0,4,2,2,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-06,6/22/2023 12:01:10 PM,,,,,,,,,,,,,1,6,6,12,,S. Stehn,,,,,True,
DENA-HQ-TX-06,6/22/2023 12:01:10 PM,-2147483648,1,184,1,20,0,0,Default,,,,,,,,,,,,,,,,
DENA-TLS-39,6/22/2022 1:19:16 PM,,,,,,,,,,,,,1,6,6,12,M Behrens; J Barnes; T Schaub,M Behrens,,,,,True,
DENA-TLS-39,6/22/2022 1:19:16 PM,-2147483648,1,180,12,8,0,0,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-27,6/21/2021 5:46:11 PM,,,,,,,,,,,,,1,6,6,12,J Hrobak; M Neuser,J OConnor,,,,,True,
DENA-HQ-TX-27,6/21/2021 5:46:11 PM,-2147483648,1,180,0,5,1,0,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-05,6/23/2021 2:05:36 PM,,,,,,,,,,,,,1,6,6,12,J Hrobak; M Neuser,J O'Connor,,,,,True,
DENA-HQ-TX-05,6/23/2021 2:05:36 PM,-2147483648,1,180,0,1,0,0,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-05,6/26/2023 11:47:13 AM,,,,,,,,,,,,,1,6,6,12,,S. Stehn,,,,,True,
DENA-HQ-TX-05,6/26/2023 11:47:13 AM,-2147483648,1,180,1,14,2,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z2-04RL,6/14/2005 10:23:40 AM,,,,,,,,,,,,,1,6,6,12,,,,,,,True,
DENA-HZF-Z2-04RL,6/14/2005 10:23:40 AM,-2147483648,1,0,0,19,1,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z2-04RL,7/22/2009 3:11:05 PM,,,,,,,,,,,,,1,6,6,12,J Mitchell; C Campanelli; R Wilson; M Llanes,J OConnor,,,,,True,
DENA-HZF-Z2-04RL,7/22/2009 3:11:05 PM,-2147483648,1,180,3,1,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z2-04RL,8/12/2021 7:31:34 PM,,,,,,,,,,,,,1,6,6,12,M Neuser; W Gautsch; R Nessle,J OConnor,,,,,True,
DENA-HZF-Z2-04RL,8/12/2021 7:31:34 PM,-2147483648,1,180,3,9,2,1,Default,,,,,,,,,,,,,,,,
A185-86-116,7/26/2011 8:20:59 AM,,,,,,,,,,,,,1,6.6,6.6,13.1,,,,,,,True,
A185-86-116,7/26/2011 8:20:59 AM,-2147483648,1,60,0,16,0,2,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-10RL,8/17/2003 5:36:51 PM,,,,,,,,,,,,,1,6,6,12,,,,,,,True,
DENA-HZF-Z3-10RL,8/17/2003 5:36:51 PM,-2147483648,1,0,0,0,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-10RL,6/16/2005 2:57:03 PM,,,,,,,,,,,,,1,6,6,12,,,,,,,True,
DENA-HZF-Z3-10RL,6/16/2005 2:57:03 PM,-2147483648,1,180,1,8,2,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-10RL,7/25/2009 4:10:29 PM,,,,,,,,,,,,,1,6,6,12,J Mitchell; R Wilson; M Llanes; C Campanelli; B McCreary; H Bradshaw,J Mitchell,,,,,True,
DENA-HZF-Z3-10RL,7/25/2009 4:10:29 PM,-2147483648,1,0,0,13,2,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-10RL,8/11/2021 7:22:39 PM,,,,,,,,,,,,,1,6,6,12,J OConnor,J OConnor,,,,,True,
DENA-HZF-Z3-10RL,8/11/2021 7:22:39 PM,-2147483648,1,180,2,0,0,0,Default,,,,,,,,,,,,,,,,
A391-90-59,7/27/2011 4:39:20 PM,,,,,,,,,,,,,1,6.6,6.6,13.1,,,,,,,True,
A391-90-59,7/27/2011 4:39:20 PM,-2147483648,1,60,0,0,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z2-16,6/11/2003 9:33:27 AM,,,,,,,,,,,,,1,6,6,12,,,,,,,True,
DENA-HZF-Z2-16,6/11/2003 9:33:27 AM,-2147483648,1,248,1,7,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z2-16,6/13/2005 11:27:01 AM,,,,,,,,,,,,,1,6,6,12,,,,,,,True,
DENA-HZF-Z2-16,6/13/2005 11:27:01 AM,-2147483648,1,248,2,6,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z2-16,7/22/2009 3:38:14 PM,,,,,,,,,,,,,1,6,6,12,J Mitchell; R Wilson; M Llanes; C Campanelli,J Mitchell,,,,,True,
DENA-HZF-Z2-16,7/22/2009 3:38:14 PM,-2147483648,1,248,2,2,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z2-16,8/13/2021 4:40:20 PM,,,,,,,,,,,,,1,6,6,12,M Neuser; R Nessle; W Gautsch,J OConnor,,,,,True,
DENA-HZF-Z2-16,8/13/2021 4:40:20 PM,-2147483648,1,250,2,6,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-C-14,7/23/2009 3:32:20 PM,,,,,,,,,,,,,1,6,6,12,J. Mitchell; C. Castenelli; M. Llanes; R. Wilson,J. Hrobak,,,,,True,
DENA-HZF-C-14,7/23/2009 3:32:20 PM,-2147483648,1,180,0,12,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-13,6/14/2005 3:10:04 PM,,,,,,,,,,,,,1,6,6,12,,,,,,,True,
DENA-HZF-Z3-13,6/14/2005 3:10:04 PM,-2147483648,1,180,27,16,1,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-13,7/22/2009 4:16:02 PM,,,,,,,,,,,,,1,6,6,12,R Wilson; M Llanes,J Mitchell,,,,,True,
DENA-HZF-Z3-13,7/22/2009 4:16:02 PM,-2147483648,1,180,10,6,7,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-13,8/12/2021 7:22:31 PM,,,,,,,,,,,,,1,6,6,12,M Neuser; W Gautsch,J OConnor,,,,,True,
DENA-HZF-Z3-13,8/12/2021 7:22:31 PM,-2147483648,1,180,10,3,0,0,Default,,,,,,,,,,,,,,,,
DENA-TLS-34,8/2/2022 6:29:45 PM,,,,,,,,,,,,,1,6,6,12,M behrens T schaub R brand N tilges,M Behrens,,,,,True,
DENA-TLS-34,8/2/2022 6:29:45 PM,-2147483648,1,180,0,0,0,0,Default,,,,,,,,,,,,,,,,
DENA-TLS-29,7/7/2022 7:39:44 PM,,,,,,,,,,,,,1,6,6,12,M. Behrens; T. Schaub; N. Tilges,M. Behrens,,,,,True,
DENA-TLS-29,7/7/2022 7:39:44 PM,-2147483648,1,180,1,0,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-15,6/13/2003 5:45:42 PM,,,,,,,,,,,,,1,6,6,12,,,,,,,True,
DENA-HZF-Z3-15,6/13/2003 5:45:42 PM,-2147483648,1,360,10,2,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-15,7/23/2009 4:21:52 PM,,,,,,,,,,,,,1,6,6,12,R Wilson; M Llanes; C Campanell,J Mitchell,,,,,True,
DENA-HZF-Z3-15,7/23/2009 4:21:52 PM,-2147483648,1,180,10,9,0,1,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z3-15,8/12/2021 7:49:56 PM,,,,,,,,,,,,,1,6,6,12,M Neuser; W Gautsch,J OConnor,,,,,True,
DENA-HZF-Z3-15,8/12/2021 7:49:56 PM,-2147483648,1,180,10,6,0,0,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-04,6/23/2021 2:33:37 PM,,,,,,,,,,,,,1,6,6,12,J Hrobak; M Neuser; K Cowan,J O'Connor,,,,,True,
DENA-HQ-TX-04,6/23/2021 2:33:37 PM,-2147483648,1,180,0,3,0,0,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-04,6/23/2023 11:37:53 AM,,,,,,,,,,,,,1,6,6,12,,S. Stehn,,,,,True,
DENA-HQ-TX-04,6/23/2023 11:37:53 AM,-2147483648,1,178,1,171,1,0,Default,,,,,,,,,,,,,,,,
DENA-TLS-30,6/25/2022 6:17:20 PM,,,,,,,,,,,,,1,6,6,12,M. Behrens; T. Schaub,M. Behrens,,,,,True,
DENA-TLS-30,6/25/2022 6:17:20 PM,-2147483648,1,180,18,12,0,0,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-18,6/22/2021 5:31:28 PM,,,,,,,,,,,,,1,6,6,12,J Barnes,J OConnor,,,,,True,
DENA-HQ-TX-18,6/22/2021 5:31:28 PM,-2147483648,1,180,2,8,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z2-15RL,8/12/2003 9:28:55 AM,,,,,,,,,,,,,1,6,6,12,,,,,,,True,
DENA-HZF-Z2-15RL,8/12/2003 9:28:55 AM,-2147483648,1,346,0,7,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z2-15RL,6/16/2005 4:47:45 PM,,,,,,,,,,,,,1,6,6,12,,,,,,,True,
DENA-HZF-Z2-15RL,6/16/2005 4:47:45 PM,-2147483648,1,0,0,46,1,1,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z2-15RL,7/25/2009 9:39:23 AM,,,,,,,,,,,,,1,6,6,12,J Mitchell; R Wilson; M Llanes; C Campanelli; B McCreary; H Bradshaw,J Mitchell,,,,,True,
DENA-HZF-Z2-15RL,7/25/2009 9:39:23 AM,-2147483648,1,0,0,49,0,1,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z2-15RL,9/1/2021 7:23:10 PM,,,,,,,,,,,,,1,6,6,12,J Barnes,J OConnor,,,,,True,
DENA-HZF-Z2-15RL,9/1/2021 7:23:10 PM,-2147483648,1,180,0,12,1,0,Default,,,,,,,,,,,,,,,,
DENA-TLS-23,6/24/2022 4:45:20 PM,,,,,,,,,,,,,1,6,6,12,J. Barnes; T. Schaub; M. Behrens,T. Schaub,,,,,True,
DENA-TLS-23,6/24/2022 4:45:20 PM,-2147483648,1,180,0,6,0,0,Default,,,,,,,,,,,,,,,,
DENA-TLS-20,6/28/2022 1:36:05 PM,,,,,,,,,,,,,1,6,6,12,T. Schaub; M. Behrens,T. Schaub,,,,,True,
DENA-TLS-20,6/28/2022 1:36:05 PM,-2147483648,1,180,0,0,8,1,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-01,6/23/2021 2:34:00 PM,,,,,,,,,,,,,1,12,12,12,J Barnes; K Gates; J O'Connor,M Neuser,,,,,True,
DENA-HQ-TX-01,6/23/2021 2:34:00 PM,-2147483648,1,180,12,20,8,0,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-01,6/28/2023 4:23:22 PM,,,,,,,,,,,,,1,6,6,12,,S. Stehn,,,,,True,
DENA-HQ-TX-01,6/28/2023 4:23:22 PM,-2147483648,1,180,10,5,5,0,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-26,6/22/2021 5:44:26 PM,,,,,,,,,,,,,1,6,6,12,J Hrobak; M Neuser,J OConnor,,,,,True,
DENA-HQ-TX-26,6/22/2021 5:44:26 PM,-2147483648,1,180,-20,6,1,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z2-10RL,8/11/2003 6:23:29 PM,,,,,,,,,,,,,1,6,6,12,,,,,,,True,
DENA-HZF-Z2-10RL,8/11/2003 6:23:29 PM,-2147483648,1,180,0,0,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z2-10RL,6/22/2005 10:34:02 AM,,,,,,,,,,,,,1,6,6,12,,,,,,,True,
DENA-HZF-Z2-10RL,6/22/2005 10:34:02 AM,-2147483648,1,0,0,6,0,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z2-10RL,7/25/2009 3:29:21 PM,,,,,,,,,,,,,1,6,6,12,J Mitchell; H Bradshaw; R Wilson; B McCreary; C Campanelli; M Llanes,J OConnor,,,,,True,
DENA-HZF-Z2-10RL,7/25/2009 3:29:21 PM,-2147483648,1,190,2,100,2,0,Default,,,,,,,,,,,,,,,,
DENA-HZF-Z2-10RL,8/11/2021 7:54:18 PM,,,,,,,,,,,,,1,6,6,12,J Barnes; M Neuser; W Gautsch,J OConnor,,,,,True,
DENA-HZF-Z2-10RL,8/11/2021 7:54:18 PM,-2147483648,1,180,0,2,0,0,Default,,,,,,,,,,,,,,,,
DENA-A274-F10,7/22/2016 10:13:01 AM,,,,,,,,,,,,,1,12,12,98,Jennifer Barnes; winter West,J. Hrobak,,,,,True,
DENA-A274-F10,7/22/2016 10:13:01 AM,-2147483648,1,334,0,2,2,4,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-12,6/22/2021 2:52:26 PM,,,,,,,,,,,,,1,6,6,12,J Barnes; K Gates; J O'Connor,J O'Connor,,,,,True,
DENA-HQ-TX-12,6/22/2021 2:52:26 PM,-2147483648,1,180,4,4,0,1,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-12,6/22/2023 12:50:44 PM,,,,,,,,,,,,,1,6,6,12,,S. Stehn,,,,,True,
DENA-HQ-TX-12,6/22/2023 12:50:44 PM,-2147483648,1,180,8,27,2,0,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-19,6/22/2021 5:34:49 PM,,,,,,,,,,,,,1,6,6,12,K Gates; J OConnor,J OConnor,,,,,True,
DENA-HQ-TX-19,6/22/2021 5:34:49 PM,-2147483648,1,180,10,21,0,0,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-10,6/24/2021 2:38:39 PM,,,,,,,,,,,,,1,6,6,12,J Barnes; K Gates; J O'Connor,J O'Connor,,,,,True,
DENA-HQ-TX-10,6/24/2021 2:38:39 PM,-2147483648,1,90,0,32,3,0,Default,,,,,,,,,,,,,,,,
DENA-HQ-TX-10,6/27/2023 12:16:25 PM,,,,,,,,,,,,,1,6,6,12,,S. Stehn,,,,,True,
DENA-HQ-TX-10,6/27/2023 12:16:25 PM,-2147483648,1,94,3,50,5,1,Default,,,,,,,,,,,,,,,,
A185-86-136,7/26/2011 11:00:42 AM,,,,,,,,,,,,,1,6.6,6.6,13.1,,,,,,,True,
A185-86-136,7/26/2011 11:00:42 AM,-2147483648,1,60,2,9,4,1,Default,,,,,,,,,,,,,,,,
